code	level	term	prefix	range	group
9811/3	Preferred	B lymphoblastic leukemia/lymphoma, NOS	981	980-994	Leukemias
9811/3	Synonym	c-ALL	981	980-994	Leukemias
9811/3	Synonym	Common ALL	981	980-994	Leukemias
9811/3	Synonym	Common precursor B ALL	981	980-994	Leukemias
9811/3	Synonym	Pre-B ALL	981	980-994	Leukemias
9811/3	Synonym	Pre-pre-B ALL	981	980-994	Leukemias
9811/3	Synonym	Pro-B ALL	981	980-994	Leukemias
9811/3	Synonym	Precursor B-cell lymphoblastic lymphoma	981	980-994	Leukemias
9812/3	Preferred	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	981	980-994	Leukemias
9813/3	Preferred	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged	981	980-994	Leukemias
9814/3	Preferred	B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1(ETV6-RUNX1)	981	980-994	Leukemias
9815/3	Preferred	B lymphoblastic leukemia/lymphoma with hyperdiploidy	981	980-994	Leukemias
9816/3	Preferred	B lymphoblastic leukemia/lymphoma with hypodiploidy(Hypodiploid ALL)	981	980-994	Leukemias
9817/3	Preferred	B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH	981	980-994	Leukemias
9818/3	Preferred	B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1(TCF3-PBX1)	981	980-994	Leukemias
9819/3	Preferred	B lymphoblastic leukemia/lymphoma, BCR-ABL1-like	981	980-994	Leukemias
9820/3	Preferred	Lymphoid leukemia, NOS	982	980-994	Leukemias
9820/3	Synonym	Aleukemic lymphatic leukemia	982	980-994	Leukemias
9820/3	Synonym	Aleukemic lymphocytic leukemia	982	980-994	Leukemias
9820/3	Synonym	Subacute lymphatic leukemia	982	980-994	Leukemias
9820/3	Synonym	Subacute lymphocytic leukemia	982	980-994	Leukemias
9823/1	Preferred	Monoclonal B-cell lymphocytosis, CLL type	982	980-994	Leukemias
9823/3	Preferred	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	982	980-994	Leukemias
9823/3	Synonym	Chronic lymphatic leukemia	982	980-994	Leukemias
9823/3	Synonym	Chronic lymphocytic leukemia	982	980-994	Leukemias
9823/3	Synonym	Chronic lymphocytic leukemia, B-cell type	982	980-994	Leukemias
9823/3	Synonym	Chronic lymphoid leukemia	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, small B lymphocytic, NOS	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, lymphocytic, NOS	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, lymphocytic, diffuse, NOS	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, small cell, NOS	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, small lymphocytic, NOS	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, lymphocytic, well differentiated, diffuse	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, small cell diffuse	982	980-994	Leukemias
9823/3	Synonym	Malignant lymphoma, small lymphocytic, diffuse	982	980-994	Leukemias
9827/3	Preferred	Adult T-cell leukemia/lymphoma (HTLV-1 positive)	982	980-994	Leukemias
9827/3	Synonym	Adult T-cell leukemia	982	980-994	Leukemias
9827/3	Synonym	Adult T-cell lymphoma	982	980-994	Leukemias
9827/3	Synonym	Adult T-cell lymphoma/leukemia	982	980-994	Leukemias
9831/3	Preferred	T-cell large granular lymphocytic leukemia	983	980-994	Leukemias
9831/3	Synonym	Large granular lymphocytosis, NOS	983	980-994	Leukemias
9831/3	Synonym	NK-cell large granular lymphocytic leukemia	983	980-994	Leukemias
9831/3	Synonym	T-cell large granular lymphocytosis	983	980-994	Leukemias
9832/3	Preferred	Prolymphocytic leukemia, NOS	983	980-994	Leukemias
9833/3	Preferred	Prolymphocytic leukemia, B-cell type	983	980-994	Leukemias
9834/3	Preferred	Prolymphocytic leukemia, T-cell type	983	980-994	Leukemias
9835/3	Preferred	Precursor cell lymphoblastic leukemia, NOS	983	980-994	Leukemias
9835/3	Synonym	Acute lymphoblastic leukemia, NOS	983	980-994	Leukemias
